birthdate,playerjerseyname,def,longshots,volleys,contractvaliduntil,balance,shotpower,defensiveawareness,height,longpassing,standingtackle,crossing,nationality,status,gender,curve,slidingtackle,gkreflexes,finishing,surname,lastnameid,leaguename,aggression,gkpositioning,sprintspeed,headingaccuracy,fullNameForSearch,reactions,ranking,overall_rating,phy,penalties,strength,skillmoves,stamina,weakfootabilitytypecode,ballcontrol,gkhandling,acceleration,pac,teamid,hasphoto,dri,potential,pas,weight,preferredfoot,freekickaccuracy,vision,leagueid,sho,agility,firstname,playerjerseynameid,composure,jumping,gkkicking,preferredposition1label,defensiveworkrate,dribbling,preferredposition1,positioning,attackingworkrate,preferredposition3,iteration,preferredposition2,preferredposition2label,preferredposition4,gkdiving,firstnameid,interceptions,shortpassing,teamname,primaryKey
11/20/1993 0:00,Asseyi,48,68,68,2023,78,57,45,163,68,52,78,18,published,1,69,40,13,79,Asseyi,2571,England Barclays WSL (1),49,7,89,50,Viviane Asseyi,75,179,80,63,65,63,3,73,3,78,16,87,88,116014,True,78,80,75,59,1,66,76,2216,71,79,Viviane,2571,74,70,13,RM,1,79,12,78,2,18,fifa-23-womens-sep30-2,25,ST,-1,8,34928,48,79,West Ham United,227348
10/11/1996 0:00,Beerensteyn,52,74,65,2024,88,71,52,161,64,52,74,34,published,1,72,45,16,75,Beerensteyn,3637,International Women,63,13,90,68,Lineth Beerensteyn,84,179,80,73,64,77,4,77,2,82,16,91,90,113011,True,84,83,69,62,1,57,69,2136,73,82,Lineth,3637,77,57,16,RW,1,85,23,82,2,3,fifa-23-womens-sep30-2,25,ST,-1,14,20103,48,70,Holland Women,240717
7/31/1991 0:00,Dali,67,79,66,2024,84,73,69,165,76,71,78,18,published,1,74,49,11,69,Dali,7779,England Barclays WSL (1),51,15,67,53,Kenza Dali,80,179,80,67,69,67,4,79,3,82,8,77,72,116015,True,84,80,78,61,1,77,83,2216,72,75,Kenza,7779,78,74,16,CM,0,89,14,81,2,-1,fifa-23-womens-sep30-2,18,CAM,-1,11,17852,76,78,Aston Villa,227353
10/24/2000 0:00,Athenea,23,76,72,2023,73,73,15,160,57,18,73,45,published,1,60,15,8,79,del Castillo,37233,International Women,26,11,77,77,Athenea del Castillo,80,179,80,58,63,59,4,78,5,83,10,77,77,113012,True,81,89,73,54,1,60,79,2136,76,63,Athenea,2619,67,67,11,RW,0,86,23,80,2,-1,fifa-23-womens-sep30-2,27,LW,-1,10,2619,19,81,Spain Women,259372
5/22/1999 0:00,Laplacette,80,45,47,2023,69,55,79,168,67,83,69,18,published,1,63,81,12,48,Laplacette,19329,France Division 1 Feminine (1),68,7,76,69,Tess Laplacette,75,179,80,67,54,58,2,83,3,69,7,69,73,116035,True,66,87,69,60,1,48,57,2218,49,64,Tess,19329,69,63,7,RB,0,63,3,55,0,-1,fifa-23-womens-sep30-2,-1,,-1,10,33093,82,81,Paris FC,264962
2/20/1996 0:00,M. Sanchez,42,56,60,2027,72,71,40,167,69,39,75,83,published,1,67,45,7,69,Sanchez,32511,International Women,52,8,82,44,Maria Sanchez,83,179,80,55,71,43,3,79,3,84,15,81,82,113010,True,81,80,75,56,2,61,84,2136,67,82,Maria,20982,75,64,8,LM,0,80,16,80,2,27,fifa-23-womens-sep30-2,25,ST,-1,12,22106,45,75,Mexico Women,228724
6/21/1999 0:00,Charles,72,66,61,2025,73,67,76,172,79,75,79,14,published,1,71,75,9,72,Charles,6358,England Barclays WSL (1),57,10,80,55,Niamh Charles,77,179,80,68,59,65,3,79,4,80,10,75,78,116010,True,78,88,77,64,1,45,78,2216,69,65,Niamh,6358,83,80,12,RM,0,80,12,78,2,-1,fifa-23-womens-sep30-2,3,RB,-1,5,24784,69,81,Chelsea,263007
12/26/1998 0:00,Grabowska,63,74,61,2023,79,69,61,165,82,69,78,37,published,1,79,58,12,75,Grabowska,12720,France Division 1 Feminine (1),70,6,66,42,Dominika Grabowska,75,179,80,63,80,58,3,68,3,84,14,69,67,116036,True,83,86,82,55,2,67,83,2218,73,77,Dominika,12720,82,55,11,CM,0,86,14,77,0,-1,fifa-23-womens-sep30-2,-1,,-1,9,8995,69,85,FC Fleury 91,264982
3/20/1997 0:00,Mayling,79,58,60,2023,65,60,81,166,79,77,85,14,published,1,68,77,7,57,Mayling,22411,England Barclays WSL (1),62,7,77,77,Sarah Mayling,75,179,80,72,56,71,3,82,3,76,6,67,73,116015,True,73,85,74,58,1,78,62,2216,58,75,Sarah,22411,77,76,12,RB,2,70,3,65,2,-1,fifa-23-womens-sep30-2,-1,,-1,13,30166,80,72,Aston Villa,265326
6/19/2001 0:00,Bussy,37,79,63,2024,79,75,34,165,67,38,69,18,published,1,69,33,6,80,Bussy,5332,France Division 1 Feminine (1),53,6,81,62,Kessya Bussy,74,179,80,55,74,45,3,74,3,85,5,79,80,116040,True,84,89,73,52,1,61,76,2218,78,81,Kessya,5332,77,66,7,LW,0,86,27,80,2,-1,fifa-23-womens-sep30-2,-1,,-1,8,17901,31,77,Stade de Reims,264864
5/1/1996 0:00,Corboz,65,78,62,2023,74,73,64,165,79,69,77,95,published,1,69,56,6,76,Corboz,7114,France Division 1 Feminine (1),53,10,64,49,Rachel Corboz,78,179,80,64,80,60,3,82,4,83,9,50,58,116040,True,81,82,80,58,1,72,79,2218,75,67,Rachel,7114,79,49,13,CM,0,83,14,76,0,-1,fifa-23-womens-sep30-2,18,CAM,-1,14,27938,73,86,Stade de Reims,265901
8/26/1999 0:00,Damaris,77,59,57,2024,51,65,77,176,87,76,78,34,published,1,67,71,8,58,Egurrola Wienke,9741,France Division 1 Feminine (1),75,14,65,77,Damaris Berta Egurrola Wienke,79,179,80,77,63,78,3,77,3,79,6,56,61,116033,True,73,88,80,65,2,57,79,2218,60,69,Damaris Berta,7803,77,79,7,CDM,2,72,10,69,2,-1,fifa-23-womens-sep30-2,14,CM,-1,9,7804,82,83,Olympique Lyonnais,265536
9/23/1999 0:00,Roebuck,40,13,12,2024,51,57,13,174,35,12,10,14,published,1,11,13,81,10,Roebuck,29029,England Barclays WSL (1),26,78,39,11,Ellie Roebuck,67,179,80,78,21,61,1,31,3,25,77,41,85,116017,True,81,89,76,67,1,10,68,2216,77,54,Ellie,29029,52,74,76,GK,0,11,0,10,0,-1,fifa-23-womens-sep30-2,-1,,-1,85,9949,15,30,Manchester City,247796
10/24/1992 0:00,Zadorsky,80,56,34,2023,61,66,82,172,86,80,64,70,published,1,67,79,7,41,Zadorsky,36587,England Barclays WSL (1),79,14,73,79,Shelina Zadorsky,78,179,80,79,60,75,2,86,3,80,7,68,71,116011,True,66,80,71,67,2,75,46,2216,49,57,Shelina,36587,83,88,15,CB,2,55,5,25,0,-1,fifa-23-womens-sep30-2,-1,,-1,13,31003,80,83,Tottenham Hotspur,235594
11/1/1992 0:00,Elsig,81,59,39,2025,40,67,81,178,74,83,61,21,published,1,58,84,15,50,Elsig,9983,France Division 1 Feminine (1),79,14,55,80,Johanna Elsig,76,204,79,79,48,81,2,72,4,67,9,33,45,116037,True,62,79,67,66,1,39,64,2218,55,50,Johanna,9983,65,86,12,CB,0,62,5,52,2,-1,fifa-23-womens-sep30-2,-1,,-1,16,16465,78,73,Montpellier HSC,244304
5/2/1989 0:00,Longhurst,82,58,57,2023,67,65,84,168,78,81,69,14,published,1,60,82,7,59,Longhurst,20376,England Barclays WSL (1),79,13,69,81,Kate Longhurst,75,204,79,71,70,63,2,78,3,76,11,55,63,116014,True,71,79,73,60,1,65,67,2216,60,66,Kate,20376,78,76,9,CB,0,69,5,43,0,14,fifa-23-womens-sep30-2,12,RM,-1,8,17626,81,79,West Ham United,265303
12/7/1989 0:00,Percival,75,74,33,2023,84,66,76,161,77,80,84,198,published,1,85,76,9,74,Percival,26817,England Barclays WSL (1),60,13,70,57,Ria Percival,79,204,79,61,57,54,4,74,3,79,14,68,69,116011,True,79,79,80,57,1,75,84,2216,70,72,Ria,26817,79,78,9,CM,0,79,14,80,0,3,fifa-23-womens-sep30-2,10,CDM,-1,9,28642,75,78,Tottenham Hotspur,265264
1/10/1988 0:00,Williams,48,79,79,2024,65,80,45,169,56,45,54,14,published,1,61,44,15,80,Williams,35598,England Barclays WSL (1),70,13,64,79,Rachel Williams,79,204,79,73,65,73,3,72,3,80,9,61,63,116012,True,78,79,66,68,1,60,65,2216,79,54,Rachel,35598,80,81,10,ST,0,83,25,85,2,-1,fifa-23-womens-sep30-2,21,SS,-1,6,27938,42,78,Manchester United,265263
10/16/2002 0:00,Brand,54,75,58,2025,70,68,50,177,74,57,71,21,published,1,60,55,7,80,Brand,4878,International Women,41,13,87,68,Jule Brand,79,204,79,59,56,55,3,79,4,83,13,85,86,113004,True,78,92,74,62,1,55,78,2136,74,71,Jule,4878,66,61,9,LW,0,79,27,78,2,16,fifa-23-womens-sep30-2,25,ST,-1,8,16941,47,78,Germany Women,261740
8/10/1991 0:00,Brynjarsdottir,78,68,60,2024,40,67,80,180,79,77,48,24,published,1,45,76,6,67,Brynjarsdottir,5155,England Barclays WSL (1),75,15,64,79,Dagný Brynjarsdottir,70,204,79,82,70,86,3,82,3,75,8,63,64,116014,True,71,79,70,66,1,43,78,2216,68,74,Dagný,5155,80,74,7,CDM,2,70,10,85,2,25,fifa-23-womens-sep30-2,14,CM,-1,13,7728,75,81,West Ham United,265300
10/12/1988 0:00,Cayman,75,79,72,2023,74,77,75,167,69,76,78,7,published,1,74,72,8,71,Cayman,6123,France Division 1 Feminine (1),66,12,77,74,Janice Cayman,83,204,79,72,77,72,4,75,4,83,14,73,75,116033,True,81,79,78,61,1,78,79,2218,75,79,Janice,6123,82,80,13,RB,0,80,3,82,2,-1,fifa-23-womens-sep30-2,23,RW,-1,10,15838,76,81,Olympique Lyonnais,261785
10/20/1994 0:00,Dafeur,58,72,64,2024,74,66,54,166,69,59,79,18,published,1,66,56,13,74,Dafeur,7721,France Division 1 Feminine (1),75,10,78,59,Marine Dafeur,77,204,79,74,69,74,3,74,2,83,13,74,76,116036,True,80,79,76,66,2,59,77,2218,72,73,Marine,7721,71,68,8,LW,2,81,27,81,0,-1,fifa-23-womens-sep30-2,-1,,-1,8,21867,62,81,FC Fleury 91,227351
6/5/2001 0:00,S.Jonsdottir,46,73,70,2025,64,71,29,178,63,49,77,24,published,1,73,51,7,74,Jonsdottir,17104,International Women,47,7,93,78,Sveindis Jane Jonsdottir,81,204,79,66,72,73,3,68,3,83,7,90,92,116428,True,80,92,67,63,1,60,37,2136,73,87,Sveindis Jane,29623,65,60,13,RW,0,80,23,81,0,-1,fifa-23-womens-sep30-2,25,ST,-1,9,32408,50,81,Iceland Women,266384
7/16/1999 0:00,Maanum,71,76,47,2023,67,79,58,173,78,80,69,36,published,1,52,78,17,71,Maanum,21062,England Barclays WSL (1),60,9,66,60,Frida Maanum,77,204,79,63,50,60,3,71,3,80,17,66,66,116009,True,79,88,75,58,1,56,79,2216,72,75,Frida,21062,67,70,15,CM,0,82,14,77,2,-1,fifa-23-womens-sep30-2,10,CDM,-1,13,11468,81,80,Arsenal,239761
3/9/1999 0:00,Nouwen,79,43,46,2024,45,82,79,175,81,80,38,34,published,1,25,78,6,48,Nouwen,25119,England Barclays WSL (1),82,6,55,76,Aniek Nouwen,76,204,79,82,56,91,2,65,3,70,6,55,55,116010,True,59,85,58,70,1,55,42,2216,54,54,Aniek,25119,75,85,8,CB,2,50,5,40,0,-1,fifa-23-womens-sep30-2,-1,,-1,13,2002,77,73,Chelsea,246317
5/23/1992 0:00,Zhang X,47,48,34,2027,50,40,42,170,77,55,79,155,published,1,73,38,14,79,Zhang,36782,International Women,46,14,78,40,Xin Zhang,77,204,79,56,60,52,3,74,4,79,9,75,77,113001,True,75,79,77,56,1,67,77,2136,62,67,Xin,36828,61,47,9,LM,0,78,16,78,0,-1,fifa-23-womens-sep30-2,12,RM,-1,6,35905,50,78,China PR Women,226932
8/20/1994 0:00,Beckie,27,75,68,2027,83,68,30,173,73,15,77,70,published,1,72,17,13,74,Beckie,3619,International Women,34,7,88,64,Janine Beckie,71,204,79,62,67,65,3,75,3,78,10,90,89,113000,True,78,79,76,61,1,75,76,2136,73,79,Janine,3619,72,71,10,RW,0,78,23,86,2,-1,fifa-23-womens-sep30-2,27,LW,-1,8,15843,28,76,Canada Women,227381
3/7/1997 0:00,Connolly,77,56,51,2023,60,69,79,173,79,78,64,25,published,1,71,79,9,53,Connolly,7062,England Barclays WSL (1),78,12,64,66,Megan Connolly,75,204,79,73,65,72,2,74,3,77,6,65,64,116013,True,71,84,75,66,1,75,76,2216,57,66,Megan,7062,64,66,6,CDM,0,70,10,53,0,-1,fifa-23-womens-sep30-2,14,CM,-1,13,22678,77,80,Brighton & Hove Albion,265294
7/25/1991 0:00,Duggan,29,78,79,2023,76,81,25,168,56,27,60,14,published,1,53,28,13,77,Duggan,9308,England Barclays WSL (1),50,12,78,68,Toni Duggan,79,204,79,76,70,82,4,84,3,80,16,76,77,116016,True,79,79,69,59,1,54,78,2216,78,66,Toni,9308,82,77,15,ST,1,82,25,83,2,-1,fifa-23-womens-sep30-2,27,LW,-1,13,33597,21,79,Everton,227252
12/3/1990 0:00,Harrop,81,47,51,2023,58,36,83,175,67,80,76,14,published,1,61,79,9,54,Harrop,13735,England Barclays WSL (1),75,8,65,78,Kerys Harrop,76,204,79,75,41,74,2,75,3,74,11,68,66,116011,True,68,79,69,61,2,53,58,2216,48,57,Kerys,13735,64,82,9,LB,0,66,7,57,0,-1,fifa-23-womens-sep30-2,5,CB,-1,10,17887,80,75,Tottenham Hotspur,265260
8/14/2001 0:00,Jean-François,76,69,54,2024,74,72,76,164,78,84,53,18,published,1,58,76,13,58,Jean-François,16024,France Division 1 Feminine (1),74,7,65,42,Oriane Jean-François,75,204,79,75,53,76,3,77,2,75,9,64,65,116034,True,70,88,69,58,1,49,70,2218,62,64,Oriane,16024,63,59,13,CDM,2,67,10,53,0,-1,fifa-23-womens-sep30-2,14,CM,-1,12,25826,80,79,Paris Saint-Germain,264969
5/2/2000 0:00,Lattwein,55,69,67,2025,79,75,41,176,70,56,71,21,published,1,75,54,6,76,Lattwein,19421,International Women,63,13,72,68,Lena Lattwein,79,204,79,75,61,81,3,74,4,82,11,68,70,113004,True,80,89,77,65,1,56,80,2136,73,76,Lena,19421,69,63,11,CAM,1,80,18,77,0,-1,fifa-23-womens-sep30-2,14,CM,-1,7,19765,68,84,Germany Women,247790
7/9/1993 0:00,Le Garrec,67,81,76,2024,75,80,64,165,79,68,76,18,published,1,82,65,8,74,Le Garrec,19518,France Division 1 Feminine (1),75,10,40,67,Lea Le Garrec,79,204,79,71,75,66,3,78,4,81,13,70,54,116036,True,77,79,80,58,1,73,79,2218,77,59,Lea,19518,73,69,16,CM,0,78,14,78,2,-1,fifa-23-womens-sep30-2,-1,,-1,16,20802,71,83,FC Fleury 91,241548
9/29/1992 0:00,Maier,78,60,47,2023,82,60,80,163,74,79,78,21,published,1,68,78,16,52,Maier,21345,England Barclays WSL (1),78,9,77,66,Leonie Maier,79,204,79,69,50,61,3,77,4,75,16,69,73,116016,True,77,79,69,62,1,57,58,2216,55,76,Leonie,21345,83,69,12,RB,0,77,3,59,2,-1,fifa-23-womens-sep30-2,7,LB,-1,13,19821,78,71,Everton,227300
5/18/1994 0:00,Robert,39,82,68,2024,68,80,42,166,71,41,81,18,published,1,80,30,10,75,Robert,28870,France Division 1 Feminine (1),69,13,88,48,Faustine Robert,75,204,79,54,71,34,4,81,4,81,8,86,87,116037,True,78,79,77,48,1,80,72,2218,77,83,Faustine,28870,77,50,7,RW,2,77,23,79,2,-1,fifa-23-womens-sep30-2,27,LW,-1,14,10800,31,78,Montpellier HSC,265843
3/16/1995 0:00,Tounkara,80,25,36,2024,64,43,81,174,74,83,42,18,published,1,33,77,10,32,Tounkara,33699,England Barclays WSL (1),81,13,67,74,Aissatou Tounkara,71,204,79,80,43,80,2,79,2,78,8,68,67,116012,True,56,81,58,60,1,30,37,2216,34,52,Aissatou,33699,70,74,9,CB,0,39,5,35,0,-1,fifa-23-womens-sep30-2,-1,,-1,16,2858,78,79,Manchester United,236648
1/7/1998 0:00,Chavas,30,9,8,2023,41,56,11,178,32,18,10,18,published,1,13,16,82,10,Chavas,6405,France Division 1 Feminine (1),30,77,32,12,Mylene Chavas,73,204,79,77,14,60,1,25,2,18,77,28,80,116038,True,82,85,75,63,2,12,41,2218,77,30,Mylene,6405,45,70,75,GK,0,11,0,8,0,-1,fifa-23-womens-sep30-2,-1,,-1,80,24155,16,29,Girondins de Bordeaux,264865
6/9/1997 0:00,De Caigny,32,76,79,2026,62,78,26,180,62,27,52,7,published,1,67,16,14,84,De Caigny,8130,International Women,45,8,82,80,Tine De Caigny,73,204,79,71,81,80,3,72,3,78,14,72,78,113394,True,74,83,65,68,1,62,68,2136,81,67,Tine,8130,83,70,8,ST,0,73,25,83,0,-1,fifa-23-womens-sep30-2,18,CAM,-1,9,33416,32,72,Belgium Women,261789
6/19/2000 0:00,Lohmann,75,78,58,2024,68,81,78,174,79,74,65,21,published,1,60,73,11,59,Lohmann,20331,International Women,68,13,71,68,Sydney Lohmann,81,204,79,76,61,80,3,76,3,83,9,68,70,113004,True,80,87,76,64,1,58,81,2136,68,75,Sydney,20331,76,69,13,CAM,2,80,18,79,0,-1,fifa-23-womens-sep30-2,14,CM,-1,13,32445,78,84,Germany Women,247791
9/23/1991 0:00,S. Mayor,37,75,60,2027,81,78,46,162,72,23,75,83,published,1,75,21,13,80,Mayor,22415,International Women,50,11,77,46,Stephany Mayor,76,204,79,62,68,56,4,79,4,84,10,80,78,113010,True,82,79,76,58,1,70,77,2136,77,80,Stephany,29569,85,83,12,CAM,0,82,18,76,0,12,fifa-23-womens-sep30-2,14,CM,-1,11,32033,46,78,Mexico Women,227452
2/26/1983 0:00,McLeod,39,9,12,2023,63,59,14,173,21,8,15,70,published,1,15,9,78,15,McLeod,22599,International Women,19,82,40,8,Erin McLeod,74,204,79,82,29,51,1,38,2,12,74,39,78,113000,True,78,79,78,67,1,15,13,2136,74,55,Erin,22599,23,50,78,GK,0,9,0,11,0,-1,fifa-23-womens-sep30-2,-1,,-1,78,10220,9,23,Canada Women,227400
7/8/1994 0:00,Pasquereau,80,29,33,2023,46,53,80,176,83,83,47,18,published,1,50,79,12,31,Pasquereau,26459,France Division 1 Feminine (1),79,13,68,82,Julie Pasquereau,76,204,79,78,40,81,2,71,3,69,14,49,59,116040,True,60,81,66,64,1,39,53,2218,36,38,Julie,26459,72,81,9,CB,0,58,5,47,0,-1,fifa-23-womens-sep30-2,-1,,-1,10,16952,76,83,Stade de Reims,265893
1/12/1998 0:00,Piga,82,38,34,2027,64,59,83,172,59,86,44,18,published,1,52,79,12,39,Piga,27108,France Division 1 Feminine (1),69,15,72,78,Julie Piga,77,204,79,72,41,75,2,67,3,73,8,64,68,116036,True,63,86,57,59,1,35,44,2218,43,34,Julie,27108,69,83,6,CB,0,61,5,43,0,-1,fifa-23-womens-sep30-2,-1,,-1,5,16952,79,75,FC Fleury 91,265834
6/25/1991 0:00,Simon,41,75,81,2023,72,73,42,164,65,32,65,195,published,1,60,21,13,75,Simon,31350,England Barclays WSL (1),57,12,78,55,Kyah Simon,78,204,79,68,80,67,3,78,4,81,9,79,78,116011,True,80,79,72,58,1,60,79,2216,75,89,Kyah,31350,81,69,9,CAM,0,78,18,81,0,-1,fifa-23-womens-sep30-2,25,ST,-1,8,18992,57,79,Tottenham Hotspur,227116
5/26/1995 0:00,Evrard,39,10,9,2026,43,56,10,174,28,13,13,7,published,1,16,14,80,9,Evrard,10438,International Women,27,75,41,12,Nicky Evrard,73,204,79,75,17,48,1,37,3,19,79,37,79,113394,True,80,82,75,72,2,12,39,2136,79,39,Nicky,10438,35,60,75,GK,0,16,0,9,0,-1,fifa-23-womens-sep30-2,-1,,-1,79,24811,12,32,Belgium Women,261794
1/23/1994 0:00,Lardez,75,52,46,2023,78,71,77,164,63,74,82,18,published,1,72,79,7,48,Lardez,19342,France Division 1 Feminine (1),67,11,66,58,Andrea Lardez,78,204,79,70,51,61,3,91,3,73,10,61,64,116038,True,70,79,71,58,1,49,59,2218,54,62,Andrea,19342,72,64,5,RB,0,68,3,59,2,-1,fifa-23-womens-sep30-2,-1,,-1,8,1938,81,78,Girondins de Bordeaux,265855
11/13/1992 0:00,Petzelberger,59,79,65,2024,78,64,45,163,63,68,81,21,published,1,63,67,8,79,Petzelberger,26981,England Barclays WSL (1),56,11,71,60,Ramona Petzelberger,78,204,79,61,61,55,3,77,3,80,12,70,71,116011,True,77,79,77,54,1,63,82,2216,75,65,Ramona,26981,66,70,8,LW,0,79,27,84,2,18,fifa-23-womens-sep30-2,14,CM,-1,11,28175,60,81,Tottenham Hotspur,265323
9/5/1994 0:00,Raso,35,62,64,2023,92,72,26,162,64,37,65,195,published,1,66,23,14,77,Raso,28283,England Barclays WSL (1),60,13,92,50,Hayley Raso,59,204,79,61,59,49,3,82,3,81,15,93,92,116017,True,83,79,70,57,1,51,73,2216,72,90,Hayley,28283,83,83,10,RW,0,85,23,83,2,-1,fifa-23-womens-sep30-2,18,CAM,-1,16,13844,42,76,Manchester City,227137
10/2/1992 0:00,van de Sanden,39,71,62,2023,82,69,37,168,61,39,78,34,published,1,64,27,9,72,van de Sanden,37308,England Barclays WSL (1),60,10,86,66,Shanice van de Sanden,80,204,79,72,53,77,4,69,2,77,13,85,86,116343,True,77,79,74,65,1,52,79,2216,70,80,Shanice,37308,72,79,16,RW,1,77,23,82,0,-1,fifa-23-womens-sep30-2,-1,,-1,9,30935,34,79,Liverpool,233752
11/12/1994 0:00,Walsh,34,14,8,2023,55,60,17,173,30,15,21,25,published,1,11,16,84,7,Walsh,35198,England Barclays WSL (1),27,81,33,8,Megan Walsh,75,204,79,81,23,70,1,37,3,12,75,35,73,116013,True,84,82,80,65,1,10,59,2216,75,37,Megan,35198,58,69,80,GK,0,12,0,10,0,-1,fifa-23-womens-sep30-2,-1,,-1,73,22678,8,17,Brighton & Hove Albion,265295
1/27/1990 0:00,Wang Sh Sh,55,73,70,2027,70,76,40,169,73,59,77,155,published,1,76,57,10,82,Wang,35219,International Women,71,9,79,80,Shanshan Wang,80,204,79,73,71,75,4,71,4,79,15,82,80,113001,True,78,79,78,57,1,78,80,2136,78,77,Shanshan,35254,83,72,16,ST,0,78,25,79,0,12,fifa-23-womens-sep30-2,16,LM,-1,15,30940,60,80,China PR Women,226917
9/3/2000 0:00,Woodham,78,49,59,2024,72,68,79,167,68,77,74,50,published,1,72,75,9,47,Woodham,35738,England Barclays WSL (1),75,8,76,75,Lily Woodham,73,204,79,69,64,62,3,77,3,76,5,76,76,116018,True,68,89,68,59,2,73,49,2216,54,74,Lily,35738,62,75,14,LB,0,60,7,61,2,-1,fifa-23-womens-sep30-2,16,LM,-1,11,20050,83,74,Reading,265352
2/26/1993 0:00,Wu H Y,79,40,43,2027,76,65,80,166,69,78,70,155,published,1,61,80,9,54,Wu,35775,International Women,79,13,75,79,Haiyan Wu,78,204,79,78,63,78,2,77,4,74,14,76,75,113001,True,70,79,70,58,1,59,64,2136,54,75,Haiyan,35783,74,79,15,CB,2,64,5,64,1,-1,fifa-23-womens-sep30-2,7,LB,-1,7,13449,79,78,China PR Women,226922
10/15/1990 0:00,Allen,76,69,57,2023,81,51,76,158,73,79,63,14,published,1,61,76,7,68,Allen,1512,England Barclays WSL (1),66,14,67,56,Remi Allen,78,243,78,53,61,34,3,85,3,77,14,58,63,116015,True,75,78,74,52,1,55,79,2216,64,72,Remi,1512,61,30,7,CM,0,74,14,78,2,-1,fifa-23-womens-sep30-2,-1,,-1,5,28520,79,81,Aston Villa,265324
7/13/1994 0:00,Ivana,78,35,32,2024,79,57,80,163,63,78,46,45,published,1,65,77,12,30,Andres Sanz,1949,International Women,80,13,75,78,Ivana Andres Sanz,84,243,78,73,49,68,2,76,3,80,13,74,75,113012,True,73,79,59,60,1,30,31,2136,37,67,Ivana,15321,70,71,14,CB,0,67,5,24,2,-1,fifa-23-womens-sep30-2,-1,,-1,13,15321,77,83,Spain Women,227780
5/4/1997 0:00,Björn,79,48,35,2024,75,40,80,174,79,78,74,46,published,1,65,79,12,35,Björn,4291,England Barclays WSL (1),78,8,69,74,Nathalie Björn,74,243,78,78,43,77,2,77,3,70,14,69,69,116016,True,67,85,72,67,1,62,57,2216,40,66,Nathalie,4291,78,87,9,CB,0,63,5,55,0,10,fifa-23-womens-sep30-2,3,RB,-1,7,24519,79,78,Everton,247461
10/21/2000 0:00,Doucoure,76,43,42,2023,74,63,76,166,59,76,69,18,published,1,61,81,14,44,Doucoure,9126,France Division 1 Feminine (1),73,6,77,64,Magou Doucoure,71,243,78,74,49,70,2,83,3,72,13,81,79,116040,True,69,85,65,59,1,45,58,2218,49,74,Magou,9125,68,71,9,RB,2,65,3,59,0,-1,fifa-23-womens-sep30-2,-1,,-1,11,21277,78,73,Stade de Reims,265897
4/26/1993 0:00,Falk,28,17,15,2025,54,51,11,171,32,14,13,46,published,1,11,12,80,15,Falk,10659,International Women,20,77,26,11,Jennifer Falk,76,243,78,77,14,70,1,21,2,22,76,29,76,113008,True,80,79,68,64,1,14,52,2136,76,39,Jennifer,10659,30,51,68,GK,0,14,0,7,0,-1,fifa-23-womens-sep30-2,-1,,-1,76,16095,12,30,Sweden Women,246152
12/13/1996 0:00,Galli,72,77,56,2023,90,76,69,168,77,78,60,27,published,1,73,73,8,72,Galli,11779,England Barclays WSL (1),58,11,72,50,Aurora Galli,72,243,78,62,57,54,3,80,4,79,17,76,74,116016,True,78,83,74,56,1,62,78,2216,73,85,Aurora,11779,75,69,11,CM,0,76,14,80,2,-1,fifa-23-womens-sep30-2,10,CDM,-1,16,2694,76,79,Everton,245443
5/4/1992 0:00,Schmitz,46,11,8,2025,53,53,12,174,18,14,16,21,published,1,16,12,79,10,Schmitz,30394,France Division 1 Feminine (1),18,78,43,16,Lisa Schmitz,79,243,78,78,15,67,1,35,3,18,74,48,79,116037,True,79,79,71,65,1,14,24,2218,74,47,Lisa,30394,39,68,71,GK,0,12,0,7,0,-1,fifa-23-womens-sep30-2,-1,,-1,79,20145,13,30,Montpellier HSC,244301
2/11/1993 0:00,van Dongen,76,51,63,2024,77,74,77,170,78,76,76,34,published,1,73,80,17,49,van Dongen,37272,International Women,79,15,65,77,Merel van Dongen,75,243,78,79,67,75,3,87,2,83,10,64,65,113011,True,74,78,71,64,2,74,57,2136,56,70,Merel,37272,73,76,17,LB,0,68,7,47,2,-1,fifa-23-womens-sep30-2,5,CB,-1,15,22847,73,73,Holland Women,233757
6/12/1993 0:00,Yango,75,72,68,2025,75,77,75,164,77,79,56,103,published,1,57,73,10,70,Yango,36113,France Division 1 Feminine (1),81,9,55,58,Grace Yango,74,243,78,75,63,69,3,84,3,78,6,53,54,116036,True,73,78,71,58,1,53,74,2218,71,60,Grace,36113,65,65,7,CDM,0,73,10,67,1,-1,fifa-23-womens-sep30-2,14,CM,-1,14,12722,76,81,FC Fleury 91,246572
10/27/1997 0:00,Carter,82,48,47,2023,82,50,86,165,69,80,64,14,published,1,51,78,9,49,Carter,5966,England Barclays WSL (1),74,6,55,68,Jess Carter,74,243,78,72,56,74,2,69,3,69,7,55,55,116010,True,63,83,63,70,1,49,50,2216,49,53,Jess,5966,62,68,11,CB,0,58,5,49,0,-1,fifa-23-womens-sep30-2,3,RB,-1,10,16169,89,72,Chelsea,265247
